"","i_qp_.stars","i_qp_.amidine","i_qp_.rotor","i_qp_.rtvFG","i_qp_CNS","r_qp_dipole","r_qp_SASA","r_qp_FOSA","r_qp_FISA","r_qp_PISA","r_qp_WPSA","r_qp_volume","r_qp_donorHB","r_qp_accptHB","r_qp_dip.2.V","r_qp_ACxDN..5.SA","r_qp_glob","r_qp_QPpolrz","r_qp_QPlogPC16","r_qp_QPlogPoct","r_qp_QPlogPw","r_qp_QPlogPo.w","r_qp_QPlogS","r_qp_CIQPlogS","r_qp_QPlogHERG","r_qp_QPPCaco","r_qp_QPlogBB","r_qp_QPPMDCK","r_qp_QPlogKp","r_qp_IP.eV.","r_qp_EA.eV.","X.metabol","r_qp_QPlogKhsa","i_qp_HumanOralAbsorption","r_qp_PercentHumanOralAbsorption","r_qp_SAfluorine","r_qp_SAamideO","r_qp_PSA","i_qp_RuleOfFive","i_qp_RuleOfThree","r_qp_Jm"
"720",0,0,2,0,2,5.599,517.885,363.509,27.981,126.395,0,906.143,1,4.5,0.0346006,0.0086892,0.874439,30.033,8.013,13.521,7.471,2.569,-2.451,-1.807,-4.893,1341.088,0.598,751.616,-3.461,9.01,-0.104,5,0.152,3,100,0,0,33.728,0,0,0.215897683918293
"721",0,0,2,0,2,5.409,518.47,365.044,27.041,126.385,0,904.478,1,4.5,0.0323415,0.0086794,0.8723823,29.966,7.98,13.456,7.466,2.565,-2.46,-1.807,-4.926,1368.881,0.605,768.467,-3.443,9.003,-0.099,5,0.147,3,100,0,0,33.278,0,0,0.219493791757604
"722",0,0,2,0,2,5.407,515.725,362.405,26.875,126.445,0,903.349,1,4.5,0.0323642,0.0087256,0.8762957,29.921,7.988,13.451,7.459,2.562,-2.423,-1.807,-4.863,1373.871,0.608,771.495,-3.44,9.004,-0.099,5,0.145,3,100,0,0,33.28,0,0,0.246663265397538
"723",0,0,0,0,0,5.721,457.281,42.024,90.922,324.335,0,775.951,2,2,0.0421847,0.0061853,0.8930413,27.997,8.913,13.737,11.137,2.395,-2.491,-3.123,-3.435,715.707,-0.197,690.004,-2.053,8.78,0.687,3,-0.088,3,92.063,0,35.044,51.61,0,0,6.76242269555032
"724",0,0,0,0,0,4.075,453.06,0,114.217,338.843,0,779.602,2,3.5,0.0212989,0.0109252,0.9041867,28.282,9.296,14.528,10.268,2.467,-3.842,-3.83,-4.698,818.057,-0.368,398.18,-2.431,9.925,0.294,2,0.049,3,93.525,0,0,78.146,0,0,0.51527277193391
"725",0,0,0,0,0,3.628,448.511,0,110.952,337.558,0,777.662,2,3.5,0.0169229,0.011036,0.9118414,28.192,9.302,14.437,10.226,2.469,-3.838,-3.83,-4.568,878.494,-0.326,430.069,-2.375,9.882,0.199,2,0.048,3,94.087,0,0,78.201,0,0,0.69630488862921
"726",0,0,3,1,0,5.311,410.814,140.829,118.383,151.602,0,638.726,1.5,3,0.0441637,0.0089438,0.8730971,18.929,6.195,10.093,7.034,1.857,-2.306,-1.786,-4.308,746.92,-0.653,360.889,-2.879,8.432,0.067,1,-0.347,3,89.244,0,0,61.979,0,0,1.27120210448548
"727",0,0,5,1,-1,5.28,477.136,207.26,118.506,151.371,0,760.588,1.5,3,0.0366481,0.0077006,0.8445452,22.52,7.306,11.114,6.752,2.156,-2.86,-2.302,-4.769,744.925,-0.846,359.848,-2.69,8.436,0.071,1,-0.132,3,90.976,0,0,61.967,0,0,0.358394448317386
"728",3,0,5,0,-1,3.235,322.492,120.127,200.141,0,2.224,480.024,3,5,0.021796,0.0268542,0.9193656,9.846,4.744,10.067,10.073,-2.979,0.169,0.43,-1.755,7.915,-0.913,3.831,-6.791,9.544,0.276,2,-1.089,2,25.585,0,0,89.554,0,1,0.0332758399454535
"729",0,0,5,0,-2,6.902,524.068,62.94,148.713,312.415,0,875.672,1,4,0.0544058,0.0076326,0.8446401,28.663,9.735,13.748,8.419,3.198,-4.951,-3.517,-3.728,97.556,-1.128,50.85,-2.68,9.427,0.949,2,-0.137,3,81.275,0,0,77.844,0,0,0.133164381890431
"730",1,0,3,0,-1,5.091,490.227,0.667,101.405,272.777,115.379,823.615,1,1.5,0.0314704,0.0030598,0.8667964,27.486,7.958,12.068,5.765,5.242,-4.436,-4.994,-3.181,274.081,-0.234,665.652,-2.139,8.89,0.93,3,0.267,3,88.311,115.379,0,57.686,1,0,0.0466894045156359
"731",1,0,4,0,-2,3.042,482.62,0,244.489,238.132,0,793.236,6,5.5,0.0116682,0.0279147,0.8586729,25.297,10.251,20.479,17.486,-0.183,-2.213,-2.928,-4.954,47.579,-1.888,18.399,-4.803,8.285,0.727,0,-0.619,2,42.94,0,0,124.071,1,0,0.0244596315474952
"732",1,0,4,0,-2,3.264,482.915,0,244.736,238.179,0,793.714,6,5.5,0.0134187,0.0278977,0.8584943,25.317,10.257,20.511,17.489,-0.182,-2.216,-2.928,-4.958,47.323,-1.891,18.292,-4.807,8.297,0.75,0,-0.618,2,42.902,0,0,124.228,1,0,0.0239982441554956
"733",0,0,6,0,-2,7.763,531.135,35.632,234.691,207.564,53.248,898.335,3,7,0.067082,0.0228273,0.8477206,27.927,10.673,18.693,13.989,1.863,-4.39,-3.791,-3.178,14.925,-1.845,13.083,-4.538,9.019,0.98,4,-0.627,2,58.862,0,0,130.907,0,1,0.010778532081403
"734",1,0,4,0,-2,10.298,623.344,319.458,179.283,124.603,0,1049.127,1,5.5,0.1010752,0.0088234,0.8010426,34.454,10.273,16.987,10.844,1.89,-4.282,-3.311,-3.971,134.334,-1.54,85.733,-4.001,10.076,1.389,0,-0.101,3,76.105,0,21.052,115.914,0,0,0.00169116550602239
"735",0,0,7,1,1,5.051,540.922,281.715,115.071,144.136,0,906.69,1.5,5,0.0281434,0.0113209,0.8375352,27.014,8.71,13.553,8.362,1.377,-1.453,-1.411,-5.574,200.256,-0.554,96.233,-4.523,8.375,-0.005,2,-0.171,3,76.201,0,0,66.372,0,0,0.0677093785653326
"736",0,0,7,1,1,5.624,541.628,271.347,119.003,151.278,0,899.753,1.5,5,0.0351596,0.0113062,0.8321721,26.804,8.699,13.589,8.439,1.322,-1.442,-1.411,-5.695,183.78,-0.606,87.705,-4.57,8.447,0.082,2,-0.192,3,75.213,0,0,66.419,0,0,0.05908012956342
"737",1,0,3,0,-1,1.268,485.164,64.111,90.193,269.072,61.789,816.927,1,1.5,0.0019675,0.0030917,0.8710941,27.183,8.995,11.24,5.632,5.129,-4.177,-4.589,-3.094,350.109,-0.258,441.17,-1.946,8.269,0.568,4,0.249,3,89.554,0,0,55.846,1,0,0.143847305147702
"738",0,0,5,0,-1,1.818,611.368,328.475,76.302,194.526,12.065,1078.902,1,8,0.0030648,0.0130854,0.8321161,35.671,10.444,17.171,13.778,2.235,-2.459,-3.959,-5.176,74.53,-0.443,1134.49,-1.76,8.789,0.711,7,-0.219,2,73.54,0,0,72.27,0,1,20.8490418313298
"739",0,0,5,0,-1,9.429,623.225,328.34,88.021,192.896,13.968,1086.117,1,8,0.0818585,0.0128365,0.8199192,35.944,10.585,18.368,13.876,2.231,-2.667,-3.959,-5.366,57.702,-0.576,881.244,-1.982,8.845,0.601,7,-0.209,2,71.533,0,0,73.181,0,1,7.74883944140143
"740",0,0,5,0,-1,1.805,605.215,321.035,80.627,192.588,10.965,1078.319,1,8,0.0030227,0.0132185,0.840273,35.629,10.461,17.198,13.779,2.232,-2.351,-3.959,-5.035,67.813,-0.472,1010.273,-1.847,8.8,0.737,7,-0.215,2,72.79,0,0,73.563,0,1,21.9096622723652
"741",0,0,5,0,-1,4.915,585.508,328.18,82.325,159.592,15.412,1060.497,1,8,0.0227748,0.0136633,0.8589571,34.601,10.146,17.145,13.521,2.232,-2.041,-3.959,-4.575,65.346,-0.444,1026.6,-1.994,8.713,0.69,7,-0.248,2,72.504,0,0,71.171,0,1,31.819449693548
"742",3,0,1,0,0,2.472,320.877,214.727,106.15,0,0,513.211,1,3,0.0119109,0.0093494,0.9661035,13.743,4.508,7.044,5.412,0.727,-1.185,-1.165,-2.08,975.616,-0.255,481.684,-3.38,10.602,-0.003,1,-0.516,3,84.704,0,0,69.64,0,0,4.70673270155514
"743",3,0,1,0,0,2.472,320.877,214.727,106.15,0,0,513.211,1,3,0.011909,0.0093494,0.9661034,13.743,4.508,7.044,5.412,0.727,-1.185,-1.165,-2.08,975.616,-0.255,481.684,-3.38,10.602,-0.003,1,-0.516,3,84.704,0,0,69.64,0,0,4.70672634447458
"744",0,0,7,1,-2,1.165,509.948,13.12,192.664,304.164,0,843.619,2,3.25,0.0016079,0.0090131,0.8467142,26.018,9.896,13.285,8.912,2.039,-3.137,-3.755,-5.463,147.525,-1.65,62.516,-3.327,8.972,0.695,3,-0.078,3,77.702,0,0,91.584,0,0,0.0880577855493586
"745",0,0,7,1,-2,1.927,508.416,13.109,190.76,304.547,0,840.995,2,3.25,0.0044167,0.0090402,0.8475034,25.916,9.863,13.282,8.898,2.037,-3.111,-3.755,-5.452,153.789,-1.629,65.39,-3.29,8.933,0.638,3,-0.085,3,78.012,0,0,90.711,0,0,0.10174895481191
"746",0,0,7,1,-2,2.943,509.349,13.002,193.589,302.758,0,842.66,2,3.25,0.0102788,0.0090237,0.8470674,25.966,9.885,13.389,8.907,2.025,-3.127,-3.755,-5.45,144.576,-1.657,61.167,-3.349,8.97,0.678,3,-0.081,3,77.464,0,0,91.953,0,0,0.0857157916940853
"747",1,0,6,0,0,2.071,618.906,266.182,0,281.228,71.496,1112.491,0,3.7,0.0038559,0,0.838954,37.201,11.038,14.001,5.467,4.599,-4.123,-4.123,-6.205,2470.586,-0.967,3584.72,-2.015,9.094,0.067,4,0.603,3,100,0,0,10.877,0,0,0.239597150581515
"748",1,0,6,0,0,4.003,608.463,262.831,0,274.124,71.508,1102.026,0,3.7,0.0145396,0,0.8479932,36.714,10.904,13.995,5.394,4.485,-3.926,-3.926,-6.025,2470.586,-0.973,3585.253,-2.04,9.095,-0.045,4,0.573,3,100,0,0,10.905,0,0,0.356704652584938
"749",1,0,6,0,2,3.096,629.104,268.435,2.906,286.244,71.519,1125.673,0,3.7,0.0085165,0,0.8318609,37.776,11.211,14.267,5.546,4.547,-4.317,-4.069,-6.344,2318.699,0.748,3348.077,-2.051,8.945,0.035,4,0.641,3,100,0,0,9.221,0,0,0.141334417527132
"750",1,0,6,0,0,3.809,609.393,264.567,0,273.312,71.514,1099.615,0,3.7,0.0131911,0,0.8454628,36.61,10.872,13.929,5.391,4.492,-3.943,-3.943,-6.062,2470.586,-0.97,3585.552,-2.043,8.957,-0.027,4,0.566,3,100,0,0,10.772,0,0,0.340238462239919
"751",0,0,0,0,0,3.202,466.871,161.814,112.935,120.613,71.51,798.6,0,7,0.0128365,0,0.8916365,26.958,7.898,12.898,11.911,0.103,-0.566,-1.459,-2.486,446.298,-0.208,1011.456,-3.176,9.668,0.934,2,-1.258,2,74.972,0,34.587,67.526,0,0,49.5647141225848
"752",0,0,0,0,0,3.198,467.783,161.796,112.935,121.19,71.862,797.652,0,7,0.0128216,0,0.8891936,26.925,7.878,12.882,11.917,0.099,-0.585,-1.459,-2.529,446.277,-0.212,1015.968,-3.174,9.669,0.934,2,-1.261,2,74.947,0,34.59,67.523,0,0,47.6962205725366
"753",8,0,1,1,-1,4.949,262.738,82.706,180.032,0,0,374.737,3,5.2,0.0653485,0.03428,0.9567374,8.201,3.819,10.288,10.871,-1.945,0.687,0.502,-2.958,48.479,-0.41,20.772,-6.804,9.763,-0.913,2,-0.795,2,45.728,0,0,84.815,0,0,0.0779859201330136
"754",7,0,1,1,-1,4.765,261.738,82.898,178.84,0,0,371.295,3,5.2,0.0611423,0.034411,0.9545024,8.063,3.74,10.174,10.861,-1.953,0.693,0.502,-2.994,49.757,-0.407,21.364,-6.782,9.727,-0.763,2,-0.799,2,45.881,0,0,83.537,0,0,0.0831453380530676
"755",0,0,8,1,-2,7.821,543.04,166.544,197.088,179.408,0,964.177,2.25,5.75,0.0634378,0.0158828,0.8691691,29.009,10.396,16.776,12.819,-0.85,-1.412,-1.582,-2.049,5.108,-1.259,4.004,-5.814,9.862,0.179,6,-0.67,2,34.644,0,27.537,139.546,0,1,0.0174584150339036
"756",0,0,8,1,-2,9.435,565.89,186.398,198.44,181.053,0,976.383,2.25,5.75,0.0911753,0.0152415,0.8410979,29.513,10.434,17.255,12.889,-0.806,-1.784,-1.582,-2.511,4.966,-1.39,3.878,-5.833,9.562,0.257,6,-0.663,2,34.682,0,27.463,140.703,0,1,0.00710466680893535
"757",0,0,3,0,-1,2.4,495.827,0,107.215,272.068,116.544,821.266,1,2.5,0.0070157,0.0050421,0.8553763,27.385,7.9,12.238,6.798,4.849,-4.398,-4.637,-3.362,241.423,-0.308,588.943,-2.249,9.022,1.053,3,0.079,3,100,116.544,0,66.311,0,0,0.0596221892329071
"758",0,0,3,0,-1,6.448,501.595,0.673,113.445,272.065,115.413,826.972,1,2.5,0.0502808,0.0049841,0.849452,27.613,7.979,12.92,6.854,4.84,-4.456,-4.637,-3.458,210.717,-0.382,501.207,-2.364,8.943,0.736,3,0.093,3,96.877,115.413,0,68.756,0,0,0.0364761345455999
"759",1,0,3,0,-1,6.255,437.788,0,183.163,140.427,114.197,714.631,4,4,0.0547462,0.0182737,0.8829904,21.86,8.829,16.339,12.15,0.953,-2.701,-3.318,-4.095,181.535,-0.903,330.329,-4.112,8.859,0.409,0,-0.452,3,72.955,0,0,91.281,0,0,0.0444025706592273
"760",1,0,3,0,-1,6.305,436.328,0,183.164,139.055,114.11,713.639,4,4,0.0556972,0.0183348,0.885124,21.807,8.825,16.336,12.138,0.947,-2.677,-3.318,-4.054,181.535,-0.896,329.963,-4.117,8.847,0.481,0,-0.452,3,72.922,0,0,91.456,0,0,0.0461851488733068
"761",3,0,3,0,2,0.75,589.411,282.086,6.036,301.289,0,1032.183,0,2,0.0005452,0,0.8380137,36.105,9.95,12.435,4.536,5.031,-4.47,-3.578,-6.316,2165.503,0.724,1261.622,-2.344,8.982,0.072,4,0.952,3,100,0,0,6.149,1,0,0.0293568451996581
"762",2,0,4,4,-2,3.656,541.099,386.147,153.544,0,1.408,954.995,2,8.25,0.0139959,0.0215622,0.8667407,29.497,8.679,16.878,12.239,0.807,-2.858,-3.15,-3.688,346.611,-1.037,160.209,-3.965,10.909,0.611,0,-0.421,3,77.13,0,0,116.226,0,0,0.0509294631554893
"763",2,0,4,4,-1,4.959,522.218,370.824,149.983,0,1.411,940.127,2,8.25,0.0261542,0.0223417,0.8887318,28.901,8.616,16.88,12.17,0.769,-2.579,-3.15,-3.332,374.635,-0.94,174.261,-3.9,10.907,0.691,0,-0.43,3,77.513,0,0,115.127,0,0,0.112834947703223
"764",2,0,4,4,-1,4.337,491.477,356.833,134.368,0,0.276,901.738,2,8.25,0.0208625,0.0237392,0.9184351,27.365,8.313,16.257,11.989,0.685,-2.131,-3.15,-2.852,526.854,-0.739,248.338,-3.612,10.909,0.668,0,-0.481,3,79.667,0,0,117.2,0,0,0.613815078640403
"765",2,0,4,4,-1,4.435,502.932,364.187,138.253,0,0.492,916.493,2,8.25,0.0214613,0.0231985,0.9072817,27.956,8.409,16.467,12.043,0.731,-2.295,-3.15,-3.032,484.001,-0.796,227.196,-3.683,10.676,0.464,0,-0.461,3,79.279,0,0,116.827,0,0,0.35684313484052
"766",2,0,4,4,-1,4.042,515.273,367.014,146.895,0,1.365,920.409,2,8.25,0.0177515,0.0226429,0.8880713,28.112,8.404,16.465,12.132,0.675,-2.477,-3.15,-3.343,400.769,-0.916,187.328,-3.843,10.89,0.601,0,-0.474,3,77.486,0,0,120.443,0,0,0.162578572068648
"767",2,0,4,4,-1,3.122,518,369.384,147.232,0,1.384,929.98,2,8.25,0.0104791,0.0225237,0.8895095,28.495,8.505,16.509,12.141,0.73,-2.517,-3.15,-3.32,397.832,-0.915,185.89,-3.849,10.799,0.608,0,-0.451,3,77.751,0,0,118.789,0,0,0.146221127226919
"768",2,0,4,4,-1,4.321,526.525,381.401,142.248,0,2.876,940.068,2,8.25,0.0198625,0.022159,0.8814251,28.899,8.535,16.741,12.128,0.82,-2.648,-3.15,-3.451,443.569,-0.891,213.066,-3.757,10.926,0.689,0,-0.438,3,79.122,0,0,114.572,0,0,0.133433864786884
"769",2,0,4,4,-1,5.239,500.655,369.917,129.4,0,1.338,919.679,2,8.25,0.0298496,0.023304,0.9135179,28.083,8.42,16.605,11.978,0.821,-2.266,-3.15,-2.931,587.221,-0.708,282.998,-3.52,10.85,0.522,0,-0.448,3,81.308,0,0,110.256,0,0,0.555318606120173
"770",2,0,4,4,-1,5.252,500.929,370.129,129.457,0,1.342,919.485,2,8.25,0.0299983,0.0232913,0.9128911,28.075,8.415,16.603,11.979,0.819,-2.27,-3.15,-2.942,586.486,-0.71,282.629,-3.521,10.85,0.522,0,-0.449,3,81.285,0,0,110.337,0,0,0.54898514836648
"771",2,0,4,4,-1,3.692,522.196,379.668,141.174,0,1.354,937.664,2,8.25,0.0145371,0.0223427,0.8872162,28.803,8.523,16.637,12.11,0.814,-2.578,-3.15,-3.357,454.095,-0.87,214.38,-3.737,10.908,0.77,0,-0.437,3,79.27,0,0,115.923,0,0,0.16419831217635
"772",2,0,4,4,-1,3.416,536.354,385.079,149.154,0,2.121,947.515,2,8.25,0.0123156,0.0217529,0.8698357,29.197,8.595,16.739,12.198,0.8,-2.791,-3.15,-3.638,381.478,-0.987,179.303,-3.884,10.787,0.618,0,-0.434,3,77.832,0,0,113.881,0,0,0.0717142887455145
"773",2,0,4,4,-1,5.117,516.149,368.977,145.055,0,2.116,931.627,2,8.25,0.0281069,0.0226045,0.8937544,28.561,8.533,16.779,12.122,0.762,-2.493,-3.15,-3.251,417.197,-0.883,197.505,-3.809,10.794,0.701,0,-0.443,3,78.309,0,0,112.501,0,0,0.169413160138671
"774",2,0,4,4,-1,4.251,495.637,365.125,129.425,0,1.088,903.093,2,8.25,0.0200119,0.0235399,0.9116385,27.419,8.253,16.226,11.966,0.722,-2.193,-3.15,-2.962,586.901,-0.713,281.938,-3.521,10.741,0.679,0,-0.485,3,80.725,0,0,114.882,0,0,0.655668175191247
"775",2,0,4,4,-1,3.149,494.35,360.011,133.159,0,1.18,906.421,2,8.25,0.0109368,0.0236012,0.916257,27.553,8.34,16.18,11.988,0.721,-2.175,-3.15,-2.887,540.94,-0.732,258.451,-3.59,10.517,0.483,0,-0.473,3,80.085,0,0,115.247,0,0,0.583071651388786
"776",2,0,4,4,-1,3.466,511.042,366.499,142.438,0,2.105,913.187,2,8.25,0.0131578,0.0228304,0.8907353,27.823,8.324,16.288,12.092,0.67,-2.419,-3.15,-3.3,441.735,-0.869,210.059,-3.761,10.774,0.609,0,-0.487,3,78.213,0,0,118.081,0,0,0.224612847821136
"777",2,0,4,4,-1,3.003,513.176,368.738,142.527,0,1.911,922.509,2,8.25,0.0097782,0.0227354,0.8930565,28.196,8.424,16.381,12.097,0.725,-2.449,-3.15,-3.262,440.875,-0.864,209.106,-3.762,10.644,0.617,0,-0.464,3,78.521,0,0,116.417,0,0,0.208774470813009
"778",2,0,4,4,-1,8.12,522.863,374.741,145.387,0,2.736,935.773,2,8.25,0.0704611,0.0223142,0.8848927,28.727,8.532,17.398,12.14,0.777,-2.594,-3.15,-3.395,414.188,-0.909,197.503,-3.815,10.839,0.694,0,-0.444,3,78.336,0,0,116.005,0,0,0.132407042856797
"779",2,0,4,4,-1,4.263,500.403,371.644,126.671,0,2.088,913.987,2,8.25,0.0198854,0.0233157,0.9102033,27.855,8.333,16.368,11.959,0.806,-2.265,-3.15,-2.985,623.27,-0.692,304.688,-3.47,10.701,0.542,0,-0.464,3,81.684,0,0,108.474,0,0,0.623978339231124
"780",2,0,4,4,-1,5.75,513.132,373.334,137.679,0,2.119,924.999,2,8.25,0.0357422,0.0227373,0.8947399,28.296,8.424,16.755,12.064,0.776,-2.449,-3.15,-3.235,490.101,-0.819,235.067,-3.673,10.694,0.66,0,-0.457,3,79.641,0,0,108.339,0,0,0.25630403263546
"781",2,0,4,4,-1,4.994,518.928,379.628,137.352,0,1.948,925.019,2,8.25,0.0269621,0.0224834,0.8847584,28.297,8.368,16.604,12.076,0.767,-2.533,-3.15,-3.397,493.617,-0.843,236.381,-3.667,10.591,0.566,0,-0.468,3,79.641,0,0,111.914,0,0,0.214328202711013
"782",1,0,3,0,1,3.382,387.905,79.43,93.145,215.329,0,615.533,3,1,0.0185816,0.0044651,0.9021401,18.61,6.808,10.773,7.468,1.203,-0.578,-1.15,-4.869,323.225,0.018,161.459,-4.252,8.246,-0.045,3,-0.351,3,78.903,0,0,41.773,0,0,2.36855902677182
"783",0,0,2,0,-1,2.702,415.723,93.297,105.699,216.727,0,676.842,1,2.75,0.0107835,0.006615,0.8967796,21.719,7.051,9.884,6.645,2.503,-2.705,-2.819,-2.428,249.547,-0.433,140.34,-2.512,8.76,0.957,1,-0.297,3,84.507,0,0,57.954,0,0,1.60124959631037
"784",0,0,4,0,2,3.851,537.477,391.142,25.654,120.681,0,941.631,0,4,0.0157496,0,0.8644223,30.114,8.026,11.459,5.066,2.86,-2.256,-1.775,-5.027,1411,0.492,794.056,-3.246,9.064,0.324,3,0.112,3,100,0,0,27.97,0,0,0.509091890358198
"785",0,0,4,0,2,3.851,537.477,391.142,25.654,120.681,0,941.631,0,4,0.0157483,0,0.8644224,30.114,8.026,11.459,5.066,2.86,-2.256,-1.775,-5.027,1411,0.492,794.055,-3.246,9.064,0.324,3,0.112,3,100,0,0,27.97,0,0,0.509093540763616
"786",0,0,4,0,1,4.416,543.001,386.635,34.735,121.632,0,934.629,0,4,0.0208658,0,0.8513802,29.843,7.975,11.438,5.147,2.784,-2.305,-1.775,-5.243,1157.211,0.401,640.872,-3.41,9.1,0.481,3,0.091,3,100,0,0,29.149,0,0,0.274215043669516
"787",0,0,4,0,1,4.418,542.99,386.62,34.751,121.618,0,934.618,0,4,0.020884,0,0.8513919,29.842,7.975,11.439,5.147,2.784,-2.305,-1.775,-5.243,1156.793,0.401,640.622,-3.41,9.102,0.481,3,0.091,3,100,0,0,29.156,0,0,0.274132513987318
"788",5,0,4,0,-1,2.914,299.423,127.546,171.877,0,0,436.99,3,3,0.0194325,0.0173539,0.9300956,8.766,4.158,8.48,8.075,-2.028,-0.094,0.558,-1.582,14.672,-0.604,7.259,-6.366,9.684,-0.898,3,-1.049,2,35.948,0,0,78.404,0,1,0.100768708610527
"789",0,0,4,1,0,3.568,569.292,311.302,78.492,179.498,0,999.457,1,3.7,0.012734,0.0064993,0.8491925,32.99,9.543,14.041,7.071,3.669,-4.665,-3.679,-4.828,1784.669,-0.403,925.24,-1.95,9.764,-0.098,2,0.457,3,100,0,0,54.117,0,0,0.0671291173612167
"790",0,0,4,1,0,3.607,573.575,315.653,74.191,183.731,0,1001.909,1,3.7,0.012987,0.0064508,0.8442299,33.129,9.551,14.063,7.081,3.718,-4.741,-3.679,-4.929,1960.412,-0.372,1024.101,-1.856,9.772,-0.1,2,0.462,3,100,0,0,54.142,0,0,0.0699505905545677
"791",0,0,4,1,0,1.385,569.087,310.884,78.68,179.524,0,998.307,1,3.7,0.0019213,0.0065016,0.8488461,32.944,9.532,13.876,7.072,3.66,-4.661,-3.679,-4.834,1777.373,-0.406,921.151,-1.953,9.76,-0.058,2,0.454,3,100,0,0,54.216,0,0,0.0671718360454487
"792",0,0,4,1,0,1.562,570.528,310.45,80.496,179.582,0,999.429,1,3.7,0.0024426,0.0064852,0.8473368,32.99,9.552,13.904,7.088,3.654,-4.687,-3.679,-4.859,1708.261,-0.425,882.498,-1.986,9.757,-0.063,2,0.456,3,100,0,0,53.95,0,0,0.0586484240277811
"793",1,0,4,0,-1,10.251,540.783,174.144,140.902,154.133,71.605,865.702,1,3.5,0.1213734,0.0064721,0.8123085,27.395,8.844,13.941,8.756,2.266,-3.074,-3.15,-3.93,301.744,-0.925,523.367,-3.189,10.065,1.096,0,-0.201,3,84.594,0,22.624,87.296,0,0,0.0290299799107434
"794",1,0,4,0,-1,7.586,519.617,174.308,136.423,135.65,73.236,850.599,1,3.5,0.0676469,0.0067357,0.8355353,26.614,8.622,12.959,7.965,2.27,-3.082,-3.15,-3.466,384.605,-0.801,593.812,-3.172,9.974,1.005,0,-0.233,3,86.504,0,14.722,88.976,0,0,0.0385799573735577
"795",0,0,7,0,-1,8.435,569.614,304.097,140.576,124.197,0.744,948.392,3,7.7,0.0750273,0.0234137,0.8195512,28.492,9.463,18.398,13.325,0.247,-1.743,-1.18,-5.77,114.741,-0.853,53.208,-5.063,8.892,0.965,2,-0.525,3,65.259,0,0,85.967,0,0,0.040960424430687
"796",0,0,7,0,-1,5.044,569.028,304.157,140.345,123.997,0.53,948.512,3,7.7,0.0268227,0.0234379,0.8204649,28.495,9.462,17.738,13.321,0.248,-1.734,-1.18,-5.755,115.322,-0.849,53.354,-5.06,9.154,0.851,2,-0.523,3,65.3,0,0,85.54,0,0,0.0422233752246927
"797",0,0,7,0,-1,8.254,565.502,303.706,137.228,124.526,0.042,941.29,3,7.7,0.0723738,0.023584,0.8213847,28.211,9.369,18.248,13.295,0.245,-1.68,-1.18,-5.742,123.444,-0.816,57.075,-5,9.083,0.798,2,-0.538,3,65.816,0,0,84.771,0,0,0.0548522034252549
"798",0,0,7,0,-1,6.329,565.576,303.727,137.238,124.569,0.042,941.283,3,7.7,0.0425486,0.0235809,0.821273,28.211,9.369,17.839,13.295,0.245,-1.681,-1.18,-5.744,123.416,-0.816,57.061,-5.001,9.164,0.796,2,-0.538,3,65.814,0,0,84.776,0,0,0.0547091735435482
"799",1,0,2,1,-1,5.777,473.297,334.049,89.129,50.12,0,812.995,0,8.4,0.0410496,0,0.8900671,25.576,6.86,12.901,9.638,-0.05,-0.462,-1.476,-3.55,1414.786,-0.307,719.828,-2.794,8.881,0.403,0,-1.354,3,83.045,0,0,88.382,0,0,147.701622353642
"800",0,0,0,0,1,6.669,394.603,204.767,75.589,114.247,0,664.703,1,4.5,0.0669018,0.0114039,0.9334466,21.538,6.316,11.365,7.857,0.73,-0.858,-0.743,-3.88,474.229,0.384,244.349,-4.573,8.636,0.132,2,-0.346,3,79.113,0,0,46.06,0,0,0.706312442279665
"801",2,0,0,0,2,0.882,507.613,180.094,6.409,321.111,0,887.513,0,3.7,0.0008758,0,0.8798631,32.431,8.855,12.299,6.813,3.088,-2.68,-2.149,-5.733,2147.961,0.907,1250.578,-2.569,8.929,-0.135,6,0.205,3,100,0,0,11.692,0,0,1.42896014827373
"802",0,0,0,0,2,1.792,502.242,183.735,7.112,311.395,0,886.169,0,3.7,0.0036246,0,0.8883758,32.284,8.825,12.297,6.739,3.063,-2.578,-2.149,-5.549,2115.228,0.902,1229.992,-2.616,9.135,-0.091,6,0.201,3,100,0,0,11.678,0,0,1.62041860029676
"803",0,0,0,0,2,1.792,502.242,183.735,7.112,311.395,0,886.169,0,3.7,0.0036245,0,0.8883759,32.284,8.825,12.297,6.739,3.063,-2.578,-2.149,-5.549,2115.228,0.902,1229.992,-2.616,9.135,-0.091,6,0.201,3,100,0,0,11.678,0,0,1.62042192725126
"804",2,0,0,0,2,0.881,507.605,180.083,6.407,321.115,0,887.508,0,3.7,0.0008754,0,0.8798747,32.431,8.855,12.299,6.813,3.088,-2.679,-2.149,-5.733,2148.043,0.907,1250.63,-2.569,8.929,-0.135,6,0.205,3,100,0,0,11.691,0,0,1.42964590825288
"805",2,0,0,0,2,0.811,503.621,178.996,4.497,320.128,0,880.851,0,3.7,0.000747,0,0.8823947,32.155,8.784,12.195,6.784,3.057,-2.604,-2.149,-5.688,2239.507,0.923,1308.287,-2.537,8.861,-0.163,6,0.185,3,100,0,0,11.166,0,0,1.82996034303729
